"day","aliveThatDay","diedThatDay","totalDeaths",
"21494","53","1","34090",
"21495","54","1","34091",
"21496","57","0","34091",
"21497","53","4","34095",
"21498","53","1","34096",
"21499","54","1","34097",
"21500","56","1","34098",
"21501","55","3","34101",
"21502","55","0","34101",
"21503","57","0","34101",
"21504","54","3","34104",
"21505","54","2","34106",
"21506","51","4","34110",
"21507","52","2","34112",
"21508","50","4","34116",
"21509","50","0","34116",
"21510","53","1","34117",
"21511","51","2","34119",
"21512","48","4","34123",
"21513","48","1","34124",
"21514","49","3","34127",
"21515","50","0","34127",
"21516","48","4","34131",
"21517","47","1","34132",
"21518","47","1","34133",
"21519","47","1","34134",
"21520","49","1","34135",
"21521","48","1","34136",
"21522","47","2","34138",
"21523","48","1","34139",
"21524","47","2","34141",
"21525","46","1","34142",
"21526","45","1","34143",
"21527","44","2","34145",
"21528","44","0","34145",
"21529","43","2","34147",
"21530","43","1","34148",
"21531","43","3","34151",
"21532","43","1","34152",
"21533","42","1","34153",
"21534","41","2","34155",
"21535","42","2","34157",
"21536","43","1","34158",
"21537","42","1","34159",
"21538","42","1","34160",
"21539","42","1","34161",
"21540","42","1","34162",
"21541","40","2","34164",
"21542","39","2","34166",
"21543","41","0","34166",
"21544","40","2","34168",
"21545","40","1","34169",
"21546","38","3","34172",
"21547","37","1","34173",
"21548","39","1","34174",
"21549","40","0","34174",
"21550","38","2","34176",
"21551","39","2","34178",
"21552","39","1","34179",
"21553","41","1","34180",
"21554","42","0","34180",
"21555","42","1","34181",
"21556","43","1","34182",
"21557","45","2","34184",
"21558","45","1","34185",
"21559","48","0","34185",
"21560","49","0","34185",
"21561","51","0","34185",
"21562","51","1","34186",
"21563","51","1","34187",
"21564","51","2","34189",
"21565","50","1","34190",
"21566","51","0","34190",
"21567","51","1","34191",
"21568","51","1","34192",
"21569","51","0","34192",
"21570","53","1","34193",
"21571","54","0","34193",
"21572","51","3","34196",
"21573","54","0","34196",
"21574","55","0","34196",
"21575","56","1","34197",
"21576","60","0","34197",
"21577","56","4","34201",
"21578","54","5","34206",
"21579","56","0","34206",
"21580","53","4","34210",
"21581","53","3","34213",
"21582","53","1","34214",
"21583","52","1","34215",
"21584","53","1","34216",
"21585","51","2","34218",
"21586","50","2","34220",
"21587","48","2","34222",
"21588","48","1","34223",
"21589","49","1","34224",
"21590","51","0","34224",
"21591","51","1","34225",
"21592","51","2","34227",
"21593","54","0","34227",
"21594","56","1","34228",
"21595","57","0","34228",
"21596","62","0","34228",
"21597","64","1","34229",
"21598","67","0","34229",
"21599","67","2","34231",
"21600","65","4","34235",
"21601","61","4","34239",
"21602","61","2","34241",
"21603","59","2","34243",
"21604","58","3","34246",
"21605","56","3","34249",
"21606","59","1","34250",
"21607","61","3","34253",
"21608","61","1","34254",
"21609","59","5","34259",
"21610","63","1","34260",
"21611","63","0","34260",
"21612","62","3","34263",
"21613","62","3","34266",
"21614","61","1","34267",
"21615","61","2","34269",
"21616","60","2","34271",
"21617","60","2","34273",
"21618","62","2","34275",
"21619","61","3","34278",
"21620","65","1","34279",
"21621","64","3","34282",
"21622","65","1","34283",
"21623","63","4","34287",
"21624","64","1","34288",
"21625","64","1","34289",
"21626","62","4","34293",
"21627","59","4","34297",
"21628","57","2","34299",
"21629","55","4","34303",
"21630","54","3","34306",
"21631","52","3","34309",
"21632","53","0","34309",
"21633","54","0","34309",
"21634","54","1","34310",
"21635","56","2","34312",
"21636","56","1","34313",
"21637","57","2","34315",
"21638","57","1","34316",
"21639","58","2","34318",
"21640","58","1","34319",
"21641","58","3","34322",
"21642","58","3","34325",
"21643","57","2","34327",
"21644","56","1","34328",
"21645","59","1","34329",
"21646","59","2","34331",
"21647","55","4","34335",
"21648","52","3","34338",
"21649","54","0","34338",
"21650","53","1","34339",
"21651","53","3","34342",
"21652","53","1","34343",
"21653","53","1","34344",
"21654","53","1","34345",
"21655","54","2","34347",
"21656","52","3","34350",
"21657","54","0","34350",
"21658","54","2","34352",
"21659","53","1","34353",
"21660","53","1","34354",
"21661","53","0","34354",
"21662","53","1","34355",
"21663","51","3","34358",
"21664","50","2","34360",
"21665","49","2","34362",
"21666","47","3","34365",
"21667","47","2","34367",
"21668","49","1","34368",
"21669","50","3","34371",
"21670","49","3","34374",
"21671","53","0","34374",
"21672","53","0","34374",
"21673","54","1","34375",
"21674","54","2","34377",
"21675","54","1","34378",
"21676","52","3","34381",
"21677","53","1","34382",
"21678","54","1","34383",
"21679","53","3","34386",
"21680","53","2","34388",
"21681","54","0","34388",
"21682","55","1","34389",
"21683","55","1","34390",
"21684","54","1","34391",
"21685","54","2","34393",
"21686","54","0","34393",
"21687","53","2","34395",
"21688","55","1","34396",
"21689","51","4","34400",
"21690","53","1","34401",
"21691","54","1","34402",
"21692","54","2","34404",
"21693","56","2","34406",
"21694","54","4","34410",
"21695","54","0","34410",
"21696","52","3","34413",
"21697","53","1","34414",
"21698","52","2","34416",
"21699","51","1","34417",
"21700","52","2","34419",
"21701","53","1","34420",
"21702","52","3","34423",
"21703","54","0","34423",
"21704","56","1","34424",
"21705","55","1","34425",
"21706","58","0","34425",
"21707","59","0","34425",
"21708","57","4","34429",
"21709","57","2","34431",
"21710","58","0","34431",
"21711","57","4","34435",
"21712","55","2","34437",
"21713","58","1","34438",
"21714","54","6","34444",
"21715","50","5","34449",
"21716","51","1","34450",
"21717","54","1","34451",
"21718","54","1","34452",
"21719","54","0","34452",
"21720","56","0","34452",
"21721","56","1","34453",
"21722","58","1","34454",
"21723","58","3","34457",
"21724","57","2","34459",
"21725","55","3","34462",
"21726","55","1","34463",
"21727","53","2","34465",
"21728","52","2","34467",
"21729","52","2","34469",
"21730","52","1","34470",
"21731","51","1","34471",
"21732","49","3","34474",
"21733","49","1","34475",
"21734","50","0","34475",
"21735","48","3","34478",
"21736","50","0","34478",
"21737","47","4","34482",
"21738","48","2","34484",
"21739","49","1","34485",
"21740","48","2","34487",
"21741","48","2","34489",
"21742","48","0","34489",
"21743","47","1","34490",
"21744","48","2","34492",
"21745","46","2","34494",
"21746","46","0","34494",
"21747","47","2","34496",
"21748","47","0","34496",
"21749","47","2","34498",
"21750","46","2","34500",
"21751","48","0","34500",
"21752","50","1","34501",
"21753","50","1","34502",
"21754","52","1","34503",
"21755","49","4","34507",
"21756","49","2","34509",
"21757","51","0","34509",
"21758","49","2","34511",
"21759","50","1","34512",
"21760","51","1","34513",
"21761","51","1","34514",
"21762","51","2","34516",
"21763","53","1","34517",
"21764","50","4","34521",
"21765","51","0","34521",
"21766","49","3","34524",
"21767","48","2","34526",
"21768","48","4","34530",
"21769","49","1","34531",
"21770","49","1","34532",
"21771","48","3","34535",
"21772","49","2","34537",
"21773","49","2","34539",
"21774","50","2","34541",
"21775","53","1","34542",
"21776","55","1","34543",
"21777","56","1","34544",
"21778","58","0","34544",
"21779","56","3","34547",
"21780","58","1","34548",
"21781","58","2","34550",
"21782","57","1","34551",
"21783","59","0","34551",
"21784","59","1","34552",
"21785","59","2","34554",
"21786","59","3","34557",
"21787","60","2","34559",
"21788","59","3","34562",
"21789","59","1","34563",
"21790","57","3","34566",
"21791","58","0","34566",
"21792","59","3","34569",
"21793","58","1","34570",
"21794","57","3","34573",
"21795","58","1","34574",
"21796","58","1","34575",
"21797","56","2","34577",
"21798","55","4","34581",
"21799","55","2","34583",
"21800","53","2","34585",
"21801","52","4","34589",
"21802","51","2","34591",
"21803","54","1","34592",
"21804","53","2","34594",
"21805","53","1","34595",
"21806","54","1","34596",
"21807","54","2","34598",
"21808","55","0","34598",
"21809","54","2","34600",
"21810","53","2","34602",
"21811","54","1","34603",
"21812","52","2","34605",
"21813","52","2","34607",
"21814","55","1","34608",
"21815","54","2","34610",
"21816","55","1","34611",
"21817","55","1","34612",
"21818","53","3","34615",
"21819","52","2","34617",
"21820","52","1","34618",
"21821","52","0","34618",
"21822","48","4","34622",
"21823","50","0","34622",
"21824","50","2","34624",
"21825","49","1","34625",
"21826","49","2","34627",
"21827","49","1","34628",
"21828","48","2","34630",
"21829","50","2","34632",
"21830","48","2","34634",
"21831","50","0","34634",
"21832","49","1","34635",
"21833","50","2","34637",
"21834","51","1","34638",
"21835","49","4","34642",
"21836","50","0","34642",
"21837","49","2","34644",
"21838","50","2","34646",
"21839","51","2","34648",
"21840","52","2","34650",
"21841","52","2","34652",
"21842","53","2","34654",
"21843","54","1","34655",
"21844","56","0","34655",
"21845","55","2","34657",
"21846","56","1","34658",
"21847","56","1","34659",
"21848","54","3","34662",
"21849","54","2","34664",
"21850","53","3","34667",
"21851","54","1","34668",
"21852","55","1","34669",
"21853","55","2","34671",
"21854","56","2","34673",
"21855","54","2","34675",
"21856","55","1","34676",
"21857","51","5","34681",
"21858","52","0","34681",
"21859","53","1","34682",
"21860","53","1","34683",
"21861","55","0","34683",
"21862","56","0","34683",
"21863","59","0","34683",
"21864","57","4","34687",
"21865","56","3","34690",
"21866","55","1","34691",
"21867","55","1","34692",
"21868","54","2","34694",
"21869","56","1","34695",
"21870","55","3","34698",
"21871","54","4","34702",
"21872","56","1","34703",
"21873","56","1","34704",
"21874","56","2","34706",
"21875","55","4","34710",
"21876","56","1","34711",
"21877","59","0","34711",
"21878","60","1","34712",
"21879","59","3","34715",
"21880","58","1","34716",
"21881","57","2","34718",
"21882","56","3","34721",
"21883","58","1","34722",
"21884","58","1","34723",
"21885","57","1","34724",
"21886","58","4","34728",
"21887","59","1","34729",
"21888","57","4","34733",
"21889","58","0","34733",
"21890","58","2","34735",
"21891","56","2","34737",
"21892","56","2","34739",
"21893","56","1","34740",
"21894","56","1","34741",
"21895","54","3","34744",
"21896","53","3","34747",
"21897","51","3","34750",
"21898","49","4","34754",
"21899","49","0","34754",
"21900","51","0","34754",
"21901","50","3","34757",
"21902","51","1","34758",
"21903","51","2","34760",
"21904","54","0","34760",
"21905","53","3","34763",
"21906","53","0","34763",
"21907","51","2","34765",
"21908","50","1","34766",
"21909","50","2","34768",
"21910","51","0","34768",
"21911","52","2","34770",
"21912","51","2","34772",
"21913","53","2","34774",
"21914","52","1","34775",
"21915","47","5","34780",
"21916","50","0","34780",
"21917","48","2","34782",
"21918","49","0","34782",
"21919","50","1","34783",
"21920","48","4","34787",
"21921","50","1","34788",
"21922","50","1","34789",
"21923","50","2","34791",
"21924","48","2","34793",
"21925","47","2","34795",
"21926","50","0","34795",
"21927","51","2","34797",
"21928","52","0","34797",
"21929","57","0","34797",
"21930","57","1","34798",
"21931","56","2","34800",
"21932","56","2","34802",
"21933","56","1","34803",
"21934","57","2","34805",
"21935","59","1","34806",
"21936","58","3","34809",
"21937","58","2","34811",
"21938","57","3","34814",
"21939","58","0","34814",
"21940","58","2","34816",
"21941","58","2","34818",
"21942","59","1","34819",
"21943","56","5","34824",
"21944","57","1","34825",
"21945","56","2","34827",
"21946","57","0","34827",
"21947","57","2","34829",
"21948","55","2","34831",
"21949","55","0","34831",
"21950","53","3","34834",
"21951","55","1","34835",
"21952","55","2","34837",
"21953","55","2","34839",
"21954","54","3","34842",
"21955","52","2","34844",
"21956","51","2","34846",
"21957","52","1","34847",
"21958","53","0","34847",
"21959","53","2","34849",
"21960","54","1","34850",
"21961","56","1","34851",
"21962","59","1","34852",
"21963","56","5","34857",
"21964","56","2","34859",
"21965","57","0","34859",
"21966","56","2","34861",
"21967","58","0","34861",
"21968","54","4","34865",
"21969","58","1","34866",
"21970","59","0","34866",
"21971","60","1","34867",
"21972","61","1","34868",
"21973","60","3","34871",
"21974","61","2","34873",
"21975","61","3","34876",
"21976","60","1","34877",
"21977","62","1","34878",
"21978","64","0","34878",
"21979","65","0","34878",
"21980","64","1","34879",
"21981","63","1","34880",
"21982","62","4","34884",
"21983","61","4","34888",
"21984","61","2","34890",
"21985","63","0","34890",
"21986","63","0","34890",
"21987","64","3","34893",
"21988","63","3","34896",
"21989","62","1","34897",
"21990","59","4","34901",
"21991","58","2","34903",
"21992","56","3","34906",
"21993","56","1","34907",
"21994","54","3","34910",
"21995","52","3","34913",
"21996","53","1","34914",
"21997","54","2","34916",
"21998","54","3","34919",
"21999","52","3","34922",
"22000","50","2","34924",
"22001","50","0","34924",
"22002","46","6","34930",
"22003","47","0","34930",
"22004","46","3","34933",
"22005","49","0","34933",
"22006","49","2","34935",
"22007","49","1","34936",
"22008","48","3","34939",
"22009","50","1","34940",
"22010","51","1","34941",
"22011","52","0","34941",
"22012","52","1","34942",
"22013","48","4","34946",
"22014","48","1","34947",
"22015","46","3","34950",
"22016","45","1","34951",
"22017","47","0","34951",
"22018","48","0","34951",
"22019","48","2","34953",
"22020","48","1","34954",
"22021","47","2","34956",
"22022","49","0","34956",
"22023","48","1","34957",
"22024","46","3","34960",
"22025","45","2","34962",
"22026","47","0","34962",
"22027","47","1","34963",
"22028","47","0","34963",
"22029","47","0","34963",
"22030","46","2","34965",
"22031","44","2","34967",
"22032","42","2","34969",
"22033","41","2","34971",
"22034","41","0","34971",
"22035","40","2","34973",
"22036","40","0","34973",
"22037","45","0","34973",
"22038","43","2","34975",
"22039","44","1","34976",
"22040","46","0","34976",
"22041","46","2","34978",
"22042","47","1","34979",
"22043","44","3","34982",
"22044","47","1","34983",
"22045","46","2","34985",
"22046","47","2","34987",
"22047","46","4","34991",
"22048","46","1","34992",
"22049","48","0","34992",
"22050","49","1","34993",
"22051","50","1","34994",
"22052","51","0","34994",
"22053","52","2","34996",
"22054","53","0","34996",
"22055","53","1","34997",
"22056","53","2","34999",
"22057","55","0","34999",
"22058","55","2","35001",
"22059","54","2","35003",
"22060","55","0","35003",
"22061","57","1","35004",
"22062","56","3","35007",
"22063","56","1","35008",
"22064","55","3","35011",
"22065","55","3","35014",
"22066","57","1","35015",
"22067","58","2","35017",
"22068","60","1","35018",
"22069","61","1","35019",
"22070","61","2","35021",
"22071","60","2","35023",
"22072","61","1","35024",
"22073","63","1","35025",
"22074","63","1","35026",
"22075","66","2","35028",
"22076","66","1","35029",
"22077","66","1","35030",
"22078","65","2","35032",
"22079","64","2","35034",
"22080","64","1","35035",
"22081","64","3","35038",
"22082","64","2","35040",
"22083","64","3","35043",
"22084","65","0","35043",
"22085","64","2","35045",
"22086","66","3","35048",
"22087","65","2","35050",
"22088","61","4","35054",
"22089","62","3","35057",
"22090","58","4","35061",
"22091","56","3","35064",
"22092","56","0","35064",
"22093","54","2","35066",
"22094","53","1","35067",
"22095","54","2","35069",
"22096","53","2","35071",
"22097","51","3","35074",
"22098","50","3","35077",
"22099","49","1","35078",
"22100","51","0","35078",
"22101","50","2","35080",
"22102","52","2","35082",
"22103","51","3","35085",
"22104","52","2","35087",
"22105","52","2","35089",
"22106","53","1","35090",
"22107","52","3","35093",
"22108","53","0","35093",
"22109","53","1","35094",
"22110","54","2","35096",
"22111","51","3","35099",
"22112","51","1","35100",
"22113","54","0","35100",
"22114","56","1","35101",
"22115","58","0","35101",
"22116","59","2","35103",
"22117","60","0","35103",
"22118","60","2","35105",
"22119","59","2","35107",
"22120","59","1","35108",
"22121","59","1","35109",
"22122","59","2","35111",
"22123","59","1","35112",
"22124","57","3","35115",
"22125","56","1","35116",
"22126","55","2","35118",
"22127","51","5","35123",
"22128","52","2","35125",
"22129","53","1","35126",
"22130","55","0","35126",
"22131","56","1","35127",
"22132","56","1","35128",
"22133","54","3","35131",
"22134","54","0","35131",
"22135","54","1","35132",
"22136","52","2","35134",
"22137","52","1","35135",
"22138","52","2","35137",
"22139","50","3","35140",
"22140","50","2","35142",
"22141","49","3","35145",
"22142","51","1","35146",
"22143","52","1","35147",
"22144","51","3","35150",
"22145","50","2","35152",
"22146","52","0","35152",
"22147","53","1","35153",
"22148","53","0","35153",
"22149","54","0","35153",
"22150","54","1","35154",
"22151","54","1","35155",
"22152","52","5","35160",
"22153","51","1","35161",
"22154","51","1","35162",
"22155","50","1","35163",
"22156","50","1","35164",
"22157","51","0","35164",
"22158","51","2","35166",
"22159","52","2","35168",
"22160","52","2","35170",
"22161","53","1","35171",
"22162","54","1","35172",
"22163","53","4","35176",
"22164","56","1","35177",
"22165","56","2","35179",
"22166","55","2","35181",
"22167","55","1","35182",
"22168","53","2","35184",
"22169","55","1","35185",
"22170","52","4","35189",
"22171","52","1","35190",
"22172","51","1","35191",
"22173","52","1","35192",
"22174","52","0","35192",
"22175","51","3","35195",
"22176","49","2","35197",
"22177","49","1","35198",
"22178","48","1","35199",
"22179","50","0","35199",
"22180","48","3","35202",
"22181","49","0","35202",
"22182","47","3","35205",
"22183","46","2","35207",
"22184","45","2","35209",
"22185","45","2","35211",
"22186","44","1","35212",
"22187","46","1","35213",
"22188","47","0","35213",
"22189","50","0","35213",
"22190","48","3","35216",
"22191","51","1","35217",
"22192","52","2","35219",
"22193","50","2","35221",
"22194","50","1","35222",
"22195","51","0","35222",
"22196","52","1","35223",
"22197","54","1","35224",
"22198","54","2","35226",
"22199","55","0","35226",
"22200","55","2","35228",
"22201","57","1","35229",
"22202","56","3","35232",
"22203","56","2","35234",
"22204","56","1","35235",
"22205","57","0","35235",
"22206","61","0","35235",
"22207","62","2","35237",
"22208","60","3","35240",
"22209","61","1","35241",
"22210","63","0","35241",
"22211","62","1","35242",
"22212","61","3","35245",
"22213","61","2","35247",
"22214","63","0","35247",
"22215","64","0","35247",
"22216","63","1","35248",
"22217","60","5","35253",
"22218","59","3","35256",
"22219","58","4","35260",
"22220","57","1","35261",
"22221","55","4","35265",
"22222","58","0","35265",
"22223","57","3","35268",
"22224","57","1","35269",
"22225","55","2","35271",
"22226","56","2","35273",
"22227","56","1","35274",
"22228","57","1","35275",
"22229","57","1","35276",
"22230","54","4","35280",
"22231","52","2","35282",
"22232","52","1","35283",
"22233","51","3","35286",
"22234","50","2","35288",
"22235","51","1","35289",
"22236","51","0","35289",
"22237","52","1","35290",
"22238","50","2","35292",
"22239","49","4","35296",
"22240","47","3","35299",
"22241","45","3","35302",
"22242","46","0","35302",
"22243","49","0","35302",
"22244","51","2","35304",
"22245","53","0","35304",
"22246","55","0","35304",
"22247","60","1","35305",
"22248","59","2","35307",
"22249","59","1","35308",
"22250","58","1","35309",
"22251","55","3","35312",
"22252","57","1","35313",
"22253","58","0","35313",
"22254","58","1","35314",
"22255","60","0","35314",
"22256","59","4","35318",
"22257","59","2","35320",
"22258","56","3","35323",
"22259","56","0","35323",
"22260","53","3","35326",
"22261","54","1","35327",
"22262","53","2","35329",
"22263","53","2","35331",
"22264","50","3","35334",
"22265","48","5","35339",
"22266","50","1","35340",
"22267","48","2","35342",
"22268","45","4","35346",
"22269","46","1","35347",
"22270","46","2","35349",
"22271","47","0","35349",
"22272","47","1","35350",
"22273","44","3","35353",
"22274","42","2","35355",
"22275","40","2","35357",
"22276","39","2","35359",
"22277","40","0","35359",
"22278","39","1","35360",
"22279","38","1","35361",
"22280","37","2","35363",
"22281","35","2","35365",
"22282","35","2","35367",
"22283","35","1","35368",
"22284","34","1","35369",
"22285","36","2","35371",
"22286","37","0","35371",
"22287","38","1","35372",
"22288","39","1","35373",
"22289","40","0","35373",
"22290","39","2","35375",
"22291","37","2","35377",
"22292","38","0","35377",
"22293","38","1","35378",
"22294","38","1","35379",
"22295","41","0","35379",
"22296","42","3","35382",
"22297","43","0","35382",
"22298","45","0","35382",
"22299","44","1","35383",
"22300","45","0","35383",
"22301","46","1","35384",
"22302","47","1","35385",
"22303","47","0","35385",
"22304","48","0","35385",
"22305","48","2","35387",
"22306","48","2","35389",
"22307","51","1","35390",
"22308","50","3","35393",
"22309","50","1","35394",
"22310","51","0","35394",
"22311","49","3","35397",
"22312","50","1","35398",
"22313","49","2","35400",
"22314","50","1","35401",
"22315","50","1","35402",
"22316","52","2","35404",
"22317","54","2","35406",
"22318","56","0","35406",
"22319","54","2","35408",
"22320","56","1","35409",
"22321","57","1","35410",
"22322","57","1","35411",
"22323","59","1","35412",
"22324","61","0","35412",
"22325","62","1","35413",
"22326","63","1","35414",
"22327","63","2","35416",
"22328","62","2","35418",
"22329","61","3","35421",
"22330","61","2","35423",
"22331","60","2","35425",
"22332","60","2","35427",
"22333","60","3","35430",
"22334","60","1","35431",
"22335","62","2","35433",
"22336","62","0","35433",
"22337","62","3","35436",
"22338","59","5","35441",
"22339","61","1","35442",
"22340","60","1","35443",
"22341","58","2","35445",
"22342","57","1","35446",
"22343","58","2","35448",
"22344","57","2","35450",
"22345","57","1","35451",
"22346","55","4","35455",
"22347","52","3","35458",
"22348","54","2","35460",
"22349","55","2","35462",
"22350","55","1","35463",
"22351","55","3","35466",
"22352","56","2","35468",
"22353","57","1","35469",
"22354","59","1","35470",
"22355","61","0","35470",
"22356","59","3","35473",
"22357","59","0","35473",
"22358","61","0","35473",
"22359","62","2","35475",
"22360","61","2","35477",
"22361","61","0","35477",
"22362","59","3","35480",
"22363","60","1","35481",
"22364","55","5","35486",
"22365","55","2","35488",
"22366","57","1","35489",
"22367","60","0","35489",
"22368","59","2","35491",
"22369","57","3","35494",
"22370","57","0","35494",
"22371","57","1","35495",
"22372","57","2","35497",
"22373","57","2","35499",
"22374","55","2","35501",
"22375","55","0","35501",
"22376","53","3","35504",
"22377","52","3","35507",
"22378","51","4","35511",
"22379","50","3","35514",
"22380","48","3","35517",
"22381","47","3","35520",
"22382","49","1","35521",
"22383","48","1","35522",
"22384","48","1","35523",
"22385","50","0","35523",
"22386","49","2","35525",
"22387","50","0","35525",
"22388","50","3","35528",
"22389","50","2","35530",
"22390","51","0","35530",
"22391","50","3","35533",
"22392","49","2","35535",
"22393","51","0","35535",
"22394","53","0","35535",
"22395","53","1","35536",
"22396","56","0","35536",
"22397","59","0","35536",
"22398","60","0","35536",
"22399","57","4","35540",
"22400","55","3","35543",
"22401","55","2","35545",
"22402","52","3","35548",
"22403","51","3","35551",
"22404","50","1","35552",
"22405","51","1","35553",
"22406","50","3","35556",
"22407","51","1","35557",
"22408","49","2","35559",
"22409","49","2","35561",
"22410","47","3","35564",
"22411","49","0","35564",
"22412","51","0","35564",
"22413","49","3","35567",
"22414","50","0","35567",
"22415","48","2","35569",
"22416","47","3","35572",
"22417","49","1","35573",
"22418","46","4","35577",
"22419","47","0","35577",
"22420","47","1","35578",
"22421","46","2","35580",
"22422","47","0","35580",
"22423","47","1","35581",
"22424","45","3","35584",
"22425","46","0","35584",
"22426","45","2","35586",
"22427","43","2","35588",
"22428","43","1","35589",
"22429","46","0","35589",
"22430","45","2","35591",
"22431","45","1","35592",
"22432","46","1","35593",
"22433","46","3","35596",
"22434","46","1","35597",
"22435","44","3","35600",
"22436","45","0","35600",
"22437","45","2","35602",
"22438","45","2","35604",
"22439","45","1","35605",
"22440","43","2","35607",
"22441","44","1","35608",
"22442","44","2","35610",
"22443","45","1","35611",
"22444","49","0","35611",
"22445","50","1","35612",
"22446","49","1","35613",
"22447","47","2","35615",
"22448","48","1","35616",
"22449","48","1","35617",
"22450","48","0","35617",
"22451","48","0","35617",
"22452","47","1","35618",
"22453","47","1","35619",
"22454","44","4","35623",
"22455","43","2","35625",
"22456","42","2","35627",
"22457","41","2","35629",
"22458","41","2","35631",
"22459","41","1","35632",
"22460","41","1","35633",
"22461","42","0","35633",
"22462","44","0","35633",
"22463","44","3","35636",
"22464","47","0","35636",
"22465","46","2","35638",
"22466","51","0","35638",
"22467","52","2","35640",
"22468","49","3","35643",
"22469","49","2","35645",
"22470","53","0","35645",
"22471","55","0","35645",
"22472","56","0","35645",
"22473","57","0","35645",
"22474","61","0","35645",
"22475","63","0","35645",
"22476","61","3","35648",
"22477","60","1","35649",
"22478","60","3","35652",
"22479","62","2","35654",
"22480","65","1","35655",
"22481","66","1","35656",
"22482","64","5","35661",
"22483","59","6","35667",
"22484","60","0","35667",
"22485","58","3","35670",
"22486","61","0","35670",
"22487","59","4","35674",
"22488","58","1","35675",
"22489","56","3","35678",
"22490","57","0","35678",
"22491","58","2","35680",
"22492","58","2","35682",
"22493","60","1","35683",
"22494","61","1","35684",
"22495","63","1","35685",
"22496","62","2","35687",
"22497","60","3","35690",
"22498","59","1","35691",
"22499","59","2","35693",
"22500","57","3","35696",
"22501","59","1","35697",
"22502","58","2","35699",
"22503","58","2","35701",
"22504","57","2","35703",
"22505","57","1","35704",
"22506","58","0","35704",
"22507","58","2","35706",
"22508","57","1","35707",
"22509","59","1","35708",
"22510","60","1","35709",
"22511","62","0","35709",
"22512","60","3","35712",
"22513","61","0","35712",
"22514","57","5","35717",
"22515","57","2","35719",
"22516","54","3","35722",
"22517","53","1","35723",
"22518","52","2","35725",
"22519","51","2","35727",
"22520","52","1","35728",
"22521","52","1","35729",
"22522","50","3","35732",
"22523","53","0","35732",
"22524","54","1","35733",
"22525","51","3","35736",
"22526","51","1","35737",
"22527","51","2","35739",
"22528","50","2","35741",
"22529","49","3","35744",
"22530","46","4","35748",
"22531","48","0","35748",
"22532","49","0","35748",
"22533","49","2","35750",
"22534","49","1","35751",
"22535","47","2","35753",
"22536","49","1","35754",
"22537","52","0","35754",
"22538","51","1","35755",
"22539","50","3","35758",
"22540","50","0","35758",
"22541","51","0","35758",
"22542","51","1","35759",
"22543","49","5","35764",
"22544","46","3","35767",
"22545","45","3","35770",
"22546","47","0","35770",
"22547","48","1","35771",
"22548","49","1","35772",
"22549","49","0","35772",
"22550","49","1","35773",
"22551","52","0","35773",
"22552","53","0","35773",
"22553","53","0","35773",
"22554","52","3","35776",
"22555","51","2","35778",
"22556","53","0","35778",
"22557","55","3","35781",
"22558","55","2","35783",
"22559","56","0","35783",
"22560","53","5","35788",
"22561","54","0","35788",
"22562","52","3","35791",
"22563","51","3","35794",
"22564","51","1","35795",
"22565","52","1","35796",
"22566","51","2","35798",
"22567","51","1","35799",
"22568","50","1","35800",
"22569","49","3","35803",
"22570","49","3","35806",
"22571","51","0","35806",
"22572","49","2","35808",
"22573","51","1","35809",
"22574","52","0","35809",
"22575","52","0","35809",
"22576","53","2","35811",
"22577","54","1","35812",
"22578","51","5","35817",
"22579","50","1","35818",
"22580","52","1","35819",
"22581","55","2","35821",
"22582","59","0","35821",
"22583","59","1","35822",
"22584","61","2","35824",
"22585","61","1","35825",
"22586","64","0","35825",
"22587","64","1","35826",
"22588","67","0","35826",
"22589","67","3","35829",
"22590","66","1","35830",
"22591","61","5","35835",
"22592","59","4","35839",
"22593","58","3","35842",
"22594","57","4","35846",
"22595","60","0","35846",
"22596","57","3","35849",
"22597","56","2","35851",
"22598","57","2","35853",
"22599","58","1","35854",
"22600","59","2","35856",
"22601","60","1","35857",
"22602","58","2","35859",
"22603","55","4","35863",
"22604","54","1","35864",
"22605","54","2","35866",
"22606","53","4","35870",
"22607","55","2","35872",
"22608","54","1","35873",
"22609","54","3","35876",
"22610","52","5","35881",
"22611","53","1","35882",
"22612","54","1","35883",
"22613","55","1","35884",
"22614","55","0","35884",
"22615","55","2","35886",
"22616","53","3","35889",
"22617","54","1","35890",
"22618","54","2","35892",
"22619","55","1","35893",
"22620","55","1","35894",
"22621","56","2","35896",
"22622","54","2","35898",
"22623","55","1","35899",
"22624","53","2","35901",
"22625","53","2","35903",
"22626","51","3","35906",
"22627","52","2","35908",
"22628","50","2","35910",
"22629","51","3","35913",
"22630","51","3","35916",
"22631","52","1","35917",
"22632","49","3","35920",
"22633","51","1","35921",
"22634","53","1","35922",
"22635","54","1","35923",
"22636","54","1","35924",
"22637","56","1","35925",
"22638","58","1","35926",
"22639","60","0","35926",
"22640","59","2","35928",
"22641","57","3","35931",
"22642","57","1","35932",
"22643","56","1","35933",
"22644","54","3","35936",
"22645","54","1","35937",
"22646","53","2","35939",
"22647","54","0","35939",
"22648","52","2","35941",
"22649","53","4","35945",
"22650","51","2","35947",
"22651","49","3","35950",
"22652","48","3","35953",
"22653","50","0","35953",
"22654","51","0","35953",
"22655","48","3","35956",
"22656","48","0","35956",
"22657","50","0","35956",
